Extracted
Child: Wanna; Parent: Wanna
Child: Wstajemy; Parent: Wstajemy
Child: Kangul; Parent: Kangur
Child: świnia; Parent: świnia
Child: Tygrys; Parent: Tygrys
Child: Amadyna; Parent: Amadyna
Child: Jagody; Parent: Jagody
Child: Donicka; Parent: Doniczka
Child: Geś; Parent: Gęś
Child: Kuna; Parent: Kuna
Child: Mucha; Parent: Mucha
Child: ślimak; Parent: ślimak
Child: Pilot; Parent: Pilot
Child: Mateusz; Parent: Mateusz
Child: Macek; Parent: Maciek
Child: Daj mleka; Parent: Daj mleka
Child: Paploć; Parent: Paproć
Child: Łopata; Parent: Łopata
Child: Nósz; Parent: Nóż
Child: Widelec ; Parent: Widelec 
Child: Łopata; Parent: Łopata
Child: Puma; Parent: Puma
Child: Indian ; Parent: Indianin 
Child: Choć; Parent: Choddź
Child: Gil; Parent: Gil
Child: Ufo; Parent: Ufo
Child: Na góle; Parent: Na górę
Child: Małabut; Parent: Marabut
Child: Chłopaki; Parent: Chłopaki
Child: Chłopaki; Parent: Chłopaki
Child: Jadzia; Parent: Jadzia
Child: Otórz; Parent: Otwórz
Child: Ciemno; Parent: Ciemno
Child: Widelec ; Parent: Widelec 
Child: Nóz; Parent: Nóż
Child: Majonez; Parent: Majonez
Child: Puma; Parent: Puma
Child: Abuz; Parent: Arbuz
Child: Poksywa; Parent: Pokrzywa
Child: Liczi; Parent: Liczi
Child: Stonka; Parent: Stonka
Child: Siba; Parent: Szyba
Child: Jeden; Parent: Jeden
Child: Dwa; Parent: Dwa
Child: Króliku; Parent: Króliku
Child: Stuka; Parent: Stuka
Child: Pierogi; Parent: Pierogi
Child: Jamnik; Parent: Jamnik
Child: Dmuchaj; Parent: Dmuchaj 
Child: Kalaluchy poduchy; Parent: Karaluchy pod poduchy
Child: Osiem; Parent: Osiem
Child: Malysia; Parent: Marysia
Child: Maja; Parent: Maja
Child: Nie ma; Parent: Nie ma
Child: Taś; Parent: Staś
Child: Jajo; Parent: Jajko
Child: Bu; Parent: But
Child: Uło; Parent: Ucho
Child: Oko; Parent: Oko
Child: Ato; Parent: Auto
Child: Gola; Parent: Golas
Child: Daj; Parent: Daj
Child: Dzidzi; Parent: Dzidziuś
Child: Anioł; Parent: Anioł
Child: Dzięcioł; Parent: Dzięcioł
Child: Mama; Parent: Mama
Child: Tata; Parent: Tata
Child: Baba; Parent: Babcis
Child: Lula; Parent: Róża - imię siostry
Child: Hela; Parent: Hela - imię siostry Heleny
Child: Gloja; Parent: Gloria - imię siostry
Child: Choć; Parent: Choddź
Child: Moje; Parent: Moje
Child: Balon; Parent: Balon
Child: Pupa; Parent: Pupa jako część ciała
Child: Kupka; Parent: Kupka
Child: Nie mam; Parent: Nie mam
Child: But; Parent: But
"Child: Hejka; Parent: Hejka, cześć"
Child: Palec; Parent: Palec
Child: Banan; Parent: Banan
Child: Buła; Parent: Bułka
Child: Pucio; Parent: Pucio-postać z książki
Child: Tu; Parent: Tu
Child: Tutaj; Parent: Tutaj
Child: Tam; Parent: Tam
"Child: No; Parent: No, tak"
Child: Ić; Parent: Iddź
Child: Choć; Parent: Choddź
Child: Ta; Parent: Tak
Child: Nie wolno; Parent: Nie wolno
Child: Paleć; Parent: Palec
Child: Maś; Parent: Masz
Child: Lybka; Parent: Rybka
Child: Kum kum; Parent: Żaba
"Child: Moja; Parent: Moje, moja, mój"
Child: Pać; Parent: Spać
Child: O jejku; Parent: O jejku
Child: Kinka; Parent: Spinka
Child: Tak; Parent: Tak
Child: Nie olno; Parent: Nie wolno
Child: Pampes; Parent: Pampers
Child: Pute; Parent: Puste
Child: Mama; Parent: Mama albo tata :)
Child: Mama; Parent: Mama albo tata :)
Child: Jeść; Parent: Jeść
Child: AM AM; Parent: Chcę jeść
Child: Cyś; Parent: Przystaw mnie do piersi
Child: Pi pić; Parent: Pić
Child: Papa; Parent: Papa
Child: No; Parent: Nos
Child: Maje; Parent: Moje
"Child: Hau hau; Parent: Pies, parapet albo okno"
"Child: Hau hau; Parent: Pies, parapet albo okno"
"Child: Hau hau; Parent: Pies, parapet albo okno"
Child: Jejaaaaa; Parent: Aniela
Child: Niejelko; Parent: Anielka
Child: Nie; Parent: Nie
Child: Ta; Parent: Tak
"Child: Pupa; Parent: Kupa, pieluszka, przewijanie"
"Child: Pupa; Parent: Kupa, pieluszka, przewijanie"
"Child: Pupa; Parent: Kupa, pieluszka, przewijanie"
Child: Bu; Parent: But
Child: Anman; Parent: Banan
Child: Baniaa; Parent: Banan
Child: Maniaa; Parent: Banan
Child: Waniaa; Parent: Banan
Child: Hopa lub opa; Parent: Odgłos kiedy się przewróci
"Child: Hopa lub apa; Parent: Piłka, rzut piłką"
"Child: Hopa lub apa; Parent: Piłka, rzut piłką"
Child: Puć; Parent: Puść
Child: Muu; Parent: Krowa
Child: Mi; Parent: Miś
Child: Boji; Parent: Boli
"Child: Kuku; Parent: Kuku, boli?"
Child: Tio; Parent: Tu
Child: Inia; Parent: Ignaś
Child: Saja; Parent: Sara
Child: Buć; Parent: But
Child: Buć; Parent: Zakładanie butów
Child: Buza; Parent: Bluza
Child: Cica; Parent: Cyca
Child: Ejko; Parent: Kółko
Child: Idę; Parent: Idę
Child: Iniala; Parent: Aniela
Child: Inialko; Parent: Anielko
Child: Jalko; Parent: Inicjowanie jakiejś interakcji z kimś
Child: Kółko; Parent: Kółko
Child: Kuko; Parent: Kółko
Child: Mamma; Parent: Tata
Child: Miaa; Parent: Kot
Child: Muu; Parent: Krowa
Child: Pada; Parent: Prawda
Child: Papcia; Parent: Babcia
"Child: Pi ; Parent: Przesuń się, puść mnie"
Child: Sia sia sia; Parent: Zabawa z siostrą na łóżku
Child: Taćś; Parent: Cześć
"Child: Buja; Parent: Bujać, chcę się bujać"
Child: Buja; Parent: Huśtawka
Child: Ciapa; Parent: Czapka
Child: Czapu; Parent: Ketchupu
Child: Ijaś; Parent: Ignaś
Child: Japko; Parent: Jabłko
Child: Kapka; Parent: Kanapka
Child: Keczapu; Parent: Ketchupu (chcę)
Child: Koku; Parent: Klucze
Child: Kuka; Parent: Klucze
"Child: Łooooł; Parent: Wyrażenie zachwytu, zaskoczenia, szoku (w sensie pozytywnym)"
Child: Miau; Parent: Kot
"Child: Ołkiej; Parent: Ok (""okej"")"
Child: Ot taj; Parent: Oddaj
"Child: Pi pip; Parent: Przesuń się, chcę przejść"
Child: Pupa; Parent: Kobiecie kupy/siku
Child: Pupa; Parent: Kobiecie kupy/siku
Child: Pupa; Parent: Ubikacja
Child: Tam; Parent: Tam
Child: Tio; Parent: Co to jest?
Child: Upka; Parent: Zupka
Child: Kała; Parent: Kawa
Child: Kaba; Parent: Kawa
Child: Ciapeć; Parent: Kapeć
Child: Mleko; Parent: Mleko
Child: Kokola; Parent: Czekolada
Child: Iku; Parent: Siku
Child: Omek; Parent: Tomek
Child: Ikam; Parent: Szynka
Child: Kastko; Parent: Ciastko
Child: Buła; Parent: Bułka
Child: Ukam; Parent: Szukam
Child: Kuje; Parent: Dziękuję
Child: Kapka; Parent: Kanapka
Child: Upka; Parent: Zupka
Child: Upa; Parent: Zupa
Child: Jemem; Parent: Dżem
Child: Japko; Parent: Jabłko
Child: Picie; Parent: Picie
Child: dzimbo; Parent: zimno
Child: ciepe; Parent: ciepłe
Child: tantyć; Parent: tańczyć
Child: dindo łanio; Parent: pradziadek Janek
Child: dinodono; Parent: winogrono
"Child: am; Parent: jedzenie, jeść"
"Child: am; Parent: jedzenie, jeść"
Child: andziej; Parent: Andrzej
Child: ato; Parent: auto
Child: baba; Parent: babcia
Child: bananana; Parent: banan
Child: bee; Parent: owieczka
Child: beja; Parent: maskotka owieczka
Child: boda; Parent: broda
Child: Bontenta; Parent: Bożenka
Child: bua; Parent: bluza
Child: buła; Parent: bułka
Child: buti; Parent: buty
Child: ciocia; Parent: ciocia
Child: czapa; Parent: czapka
"Child: diba; Parent: ryba, puzzle"
"Child: diba; Parent: ryba, puzzle"
Child: dinia; Parent: dynia
Child: dziadzia; Parent: dziadek
Child: dzidzia; Parent: dziecko
Child: dzieci; Parent: dzieci
Child: dziembati; Parent: ziemniaki
"Child: hauhau; Parent: pies, zwierzę"
"Child: hauhau; Parent: pies, zwierzę"
Child: jo; Parent: rower
"Child: maja; Parent: ciocia, Maja, kobieta"
"Child: maja; Parent: ciocia, Maja, kobieta"
Child: mama; Parent: mama
Child: miau; Parent: kot
Child: mo; Parent: motor
Child: mu; Parent: krowa
"Child: nano; Parent: maskotka, miś, nieddźwieddź"
"Child: nano; Parent: maskotka, miś, nieddźwieddź"
Child: nie; Parent: nie
Child: no; Parent: nos
Child: o nie; Parent: o nie
Child: o oł; Parent: o oł
Child: oto; Parent: oko
Child: otua; Parent: odkurzacz
"Child: pada; Parent: pada, deszcz, mokre"
"Child: pada; Parent: pada, deszcz, mokre"
Child: pan; Parent: pan
Child: pani; Parent: pani
"Child: piciu; Parent: picie, pić"
Child: podnie; Parent: spodnie
Child: ta; Parent: kask
Child: taa; Parent: tak
"Child: taja; Parent: kawa, kubek, napój"
"Child: taja; Parent: kawa, kubek, napój"
"Child: taja; Parent: kawa, kubek, napój"
Child: tajaa; Parent: kasza
Child: tapi; Parent: skarpetki
Child: taputo; Parent: jabłuszko
Child: tato; Parent: tato
Child: tebata; Parent: herbata
Child: tebet; Parent: chlebek
Child: totua; Parent: koszulka
Child: tuta; Parent: chustka
Child: tutaa; Parent: gruszka
Child: ujo; Parent: wujek
Child: uła; Parent: ula
"Child: ajo; Parent: Telefon, halo, dzwonić"
"Child: ajo; Parent: Telefon, halo, dzwonić"
"Child: ajo; Parent: Telefon, halo, dzwonić"
"Child: ała; Parent: ała, boli"
Child: Apap; Parent: Apap
Child: Banda; Parent: Wanda
Child: buaa; Parent: buzia
Child: buja; Parent: cebula
Child: Cina; Parent: Trzcina
Child: duda; Parent: druga
Child: Edida; Parent: Eliza
Child: io io; Parent: karetka
"Child: myju myju; Parent: myć, ścierka, myć się"
"Child: myju myju; Parent: myć, ścierka, myć się"
Child: Nina; Parent: Janina
Child: o o o; Parent: myć zęby
"Child: ojo ojo; Parent: huśtawka, huśtać się"
Child: pa pa; Parent: pa pa
Child: Pępet; Parent: Pępek
Child: Pfipfi; Parent: Fifi
Child: pucio; Parent: książeczka
Child: Pucioo; Parent: Gucio
Child: tampa; Parent: lampa
Child: tapata; Parent: kanapka
"Child: Timon; Parent: Szymon, Tymon"
Child: tontenta; Parent: książeczka
Child: toti; Parent: klocki
Child: tupu tupu; Parent: chodzić
Child: uo; Parent: ucho
"Child: Papy; Parent: Papier, paproch"
"Child: Papy; Parent: Papier, paproch"
"Child: Bam; Parent: Spadło, upadłem, zepsute"
Child: Brum brum; Parent: Auto
Child: Tam; Parent: Tam
Child: Tata; Parent: Tata
Child: Taty; Parent: Statyw
Child: Am; Parent: Jeść
Child: Bambam; Parent: Piłka
Child: Łał łał; Parent: Pies
Child: Paaaaapy; Parent: Spacer
Child: Pety; Parent: Skarpety
Child: Pffffff; Parent: Placuszki
Child: Ta; Parent: Tak
Child: Wwwwm; Parent: Auto
Child: Adu; Parent: Awokado
Child: Huhu; Parent: Sowa
"Child: Tach; Parent: Ciach, nożyczki "
"Child: Tach; Parent: Ciach, nożyczki "
Child: Titi; Parent: Kot
Child: Tututu; Parent: Trąbka 
Child: Parskanie; Parent: Koń
Child: Tatu; Parent: Halo
Child: Babu; Parent: Baza
Child: Pff pff; Parent: Butelka z rozpylaczem
Child: Poopo; Parent: Kura
"Child: Put; Parent: Prut, puszczanie bąka"
Child: Tutu; Parent: Akuku
Child: Tutu; Parent: Pociąg
Child: Mama; Parent: Mama
Child: Lele; Parent: Rury
Child: Tu; Parent: Tu
"Child: Bubu; Parent: Bobo, dzidziuś"
Child: Pyty; Parent: Puste
"Child: Tu-ta; Parent: Tik-tak, zegar"
Child: Papy; Parent: Koparka
Child: Toto!; Parent: Traktor
Child: Papa; Parent: Paczka
Child: Pa; Parent: spać
"Child: Baby; Parent: Baby w nosie, gluty"
Child: Cmokanie; Parent: Woda
"Child: Dlyn dlyn; Parent: Dzyń dzyń, dzwonki"
Child: Łełe; Parent: Bobas płacze
Child: Muuu; Parent: Krowa
Child: Niania; Parent: Niania
Child: Tha-tho; Parent: Traktor
"Child: Papa; Parent: Pacha, paczka"
"Child: Papa; Parent: Pacha, paczka"
Child: Bubu; Parent: Broda
Child: Ha ha hahaha; Parent: miś
Child: Mamu; Parent: Mamut
Child: Pumpum; Parent: Pompon
Child: Papa; Parent: Lampa
"Child: Fe; Parent: Brudny, śmieci"
"Child: Fe; Parent: Brudny, śmieci"
Child: hat; Parent: hak
Child: baba; Parent: babcia
Child: baaaaaa; Parent: baaaardzo duże auto
"Child: Fe!; Parent: brudne, śmieci"
"Child: Fe!; Parent: brudne, śmieci"
Child: Pf!; Parent: wyrzucić do śmieci
"Child: byyy; Parent: brrr, zimno"
"Child: tamtum; Parent: tamten, ten drugi"
Child: tumtum; Parent: stuknąć się kubkiem
Child: pampam; Parent: pępek
"Child: Ta-ta!; Parent: Tada! Gotowe, udało się "
Child: pupu; Parent: pupa
Child: fafa; Parent: śmieciarka
Child: pyntyn; Parent: ponton
Child: lala; Parent: lala
Child: pam; Parent: pan
Child: lalu; Parent: okulary
"Child: h?; Parent: miau, kot"
Child: ata; Parent: arbuz
Child: lynlun; Parent: księżyc
Child: Tam?; Parent: Tam?
Child: tatu; Parent: taty
Child: tumtum; Parent: trójkąt
Child: Jaja; Parent: Jaja
Child: Pum; Parent: Pumba
Child: Tim; Parent: Timon z bajki
Child: Kici; Parent: Kici kici 
Child: Miau; Parent: Miau - ddźwięk kota
"Child: Dyndu; Parent: Dyndu dyndu, coś dynda na choince"
Child: Po; Parent: Por
Child: Nionie; Parent: No nie!
Child: Chupa; Parent: Chrupka
Child: I; Parent: Koń (od ihaha)
Child: Dziua; Parent: Dziura
Child: Zima; Parent: Zima
Child: Tup; Parent: Tup tup
Child: Pimpu; Parent: Pępek
Child: Kś; Parent: Księżyc
Child: Kua; Parent: Kula
Child: Nime; Parent: Niebo
Child: Je; Parent: Jest
Child: Dob; Parent: Dziob (ptaszek dziobie)
Child: Ga; Parent: Gawron
Child: I-o; Parent: Ddźwięk jadącej straży pozarnej
Child: Kup; Parent: Kupa
Child: Miju; Parent: Myju (myjemy rączki)
Child: Nie ma; Parent: Nie ma 
Child: Bobo; Parent: Bobo - z książki 
Child: Pom; Parent: Pomidor
Child: Du; Parent: Duży 
Child: My; Parent: Mydło
Child: Ribi; Parent: Ryby
Child: bu; Parent: cebula
Child: mo; Parent: morela
Child: mo; Parent: moje
Child: Cho; Parent: Choinka
Child: Ania; Parent: Einstein
Child: Ryba; Parent: Ryba
Child: Oń; Parent: Słońce
Child: Dupa; Parent: Dziupla
Child: Dzi; Parent: Dzik
Child: Bo; Parent: Bose (stopki)
Child: Min; Parent: Domino
Child: Gua; Parent: Góra 
Child: Iddź; Parent: Iddź
Child: Kok; Parent: Skok
Child: Płiń; Parent: Płynie
Child: Nioja; Parent: Nora
Child: Kyopa; Parent: Kropcia (imię)
Child: Bób; Parent: Bóbr
Child: Joba; Parent: Robak
Child: Banio; Parent: Bańki 
Child: Joba; Parent: Żłobek
Child: Ciocia; Parent: Ciocia 
Child: Jonć; Parent: Rączki
Child: No nie; Parent: No nie!
Child: Kjęci; Parent: Kręci
Child: Chiba; Parent: Chyba 
Child: Hajo; Parent: Halo
Child: Kamiki; Parent: Kamyki
Child: Jońćki; Parent: Rączki 
Child: Gabki; Parent: Grabki
Child: Mommy; Parent: Mommy
Child: Pampi; Parent: Pampik (pampers)
Child: Dziki; Parent: Dziki
Child: Gepa; Parent: Gepard
Child: Kjodo; Parent: Krokodyl
Child: Patik; Parent: Patyk
Child: Biedoka; Parent: Biedronka
Child: Kojaja; Parent: Koala
Child: Pjaci; Parent: W pracy 
Child: Jububu; Parent: Łubudu
Child: Hanik; Parent: Stanik
Child: Pumi; Parent: Pumeks
Child: Jopata; Parent: Łopata
Child: Jabłko ; Parent: Jabłko 
Child: Bju-a; Parent: Borówka
Child: Pomóć; Parent: Pomóc (pomóż mi)
Child: Dejka; Parent: Deska
Child: Oko; Parent: Oko
Child: Noś; Parent: Nos
Child: Budzia; Parent: Buzia
Child: Maliń; Parent: Melon
Child: Dyńda; Parent: Dynia
Child: Idi; Parent: Ignacy
Child: Dzi; Parent: Ddźwig
Child: Pempem; Parent: Pępek
Child: Kiji; Parent: Kiwi
Child: Tot; Parent: Kot
Child: Puma; Parent: Puma
Child: Hinta; Parent: Swinka
Child: Odon; Parent: Ogon
Child: Tuli; Parent: Tuliś
Child: Kuła; Parent: Kura
Child: Hezik; Parent: Jeżyk
Child: Klet; Parent: Kret
Child: Bziacia; Parent: Babcia
Child: Dynia; Parent: Dynia
Child: Pi; Parent: śpi
Child: Nesiesi; Parent: Niebieski
Child: Hutaj; Parent: Szukaj
Child: Kloti; Parent: Klocki
Child: Lojy; Parent: Lody
Child: Luta; Parent: Gruszka
Child: Jonto; Parent: Słonko 
Child: Kleta; Parent: Kredka
Child: Tulyla; Parent: Kukurydza
Child: Chlinat; Parent: Slimak
Child: Kuli; Parent: Lubi
Child: Tulala; Parent: Truskawka
Child: Puta; Parent: Kapusta
Child: Kałało; Parent: Kakao
Child: Balan; Parent: Baran
Child: Mlunta; Parent: Mrówka 
Child: Matyl; Parent: Motyl
Child: Plana; Parent: Plama
Child: Bolótki; Parent: Borówki 
Child: Malili; Parent: Maliny
Child: Lina; Parent: Lina
Child: Atleti; Parent: Naklejki
Child: Toi; Parent: Stoi
Child: Plana; Parent: Plama
Child: Akluti; Parent: Okruszki
Child: Luli; Parent: Lubi
Child: Siom; Parent: Są
Child: Plent; Parent: Pręt
Child: Manty; Parent: Majty
Child: Klynana; Parent: Cytryna
Child: Balajan; Parent: Bałagan 
Child: Siop; Parent: Szop
Child: Pan; Parent: Pan
Child: Pani; Parent: Pani
Child: Siana; Parent: ściana 
Child: Pasiet; Parent: Piasek
Child: Sop; Parent: Szop
Child: Poła; Parent: Pszczoła 
Child: Ajesiek; Parent: Orzeszek
Child: Odda; Parent: Odda
Child: Leci; Parent: Leci
Child: Topa; Parent: Stopa
Child: Pat; Parent: Szpak
Child: Ziet; Parent: Rzecz
Child: Blotuł; Parent: Brokuł 
Child: Zupa; Parent: Zupa
Child: Bolut; Parent: Borsuk
Child: Ból; Parent: Bóbr
Child: Hiena; Parent: Hiena
Child: Ojech; Parent: Orzech
Child: Letin; Parent: Rekin
Child: Palalal; Parent: Parasol
Child: Mlento; Parent: Mleko
Child: Halik; Parent: Szalik
Child: Kluta; Parent: Kurtka
Child: Pjonta; Parent: Sprząta 
Child: Adlanon; Parent: Dobranoc 
Child: Pij; Parent: Pij
Child: Mazienia; Parent: Marzenia
Child: Bałół; Parent: Bawół 
Child: Lama; Parent: Lama
Child: Palet; Parent: Palec
Child: Titat; Parent: Czytać
Child: Lyba; Parent: Ryba
Child: Laba; Parent: Farba
Child: Ume; Parent: Umiem
Child: Plole; Parent: Proszę 
Child: Ogląda ; Parent: Ogląda 
Child: Cita; Parent: Czyta
Child: Ziaba; Parent: Żaba
Child: Bumka; Parent: Gumka
Child: Bułka ; Parent: Bułka 
Child: Chila; Parent: Chwila
Child: Łapko; Parent: Jabłko 
Child: Kupka; Parent: Kupka
Child: Pożoży; Parent: Położy 
Child: Oden; Parent: Ogień 
Child: Bluta; Parent: Bluzka 
Child: Ponie; Parent: Spodnie
Child: Tlutel; Parent: Cukier
Child: Jelbond; Parent: Wielbłąd 
Child: Flaby; Parent: Farby
Child: Tili; Parent: Filip
Child: Plole ; Parent: Prosze
Child: Hoka; Parent: Foka
Child: Kozia; Parent: Koza
Child: Tloła; Parent: Krowa
Child: Bende; Parent: Pędzę
Child: Joda; Parent: Woda
Child: Klabiby; Parent: Skarpety
Child: Pi ; Parent: śpi
Child: Kocham; Parent: Kocham
Child: Joda; Parent: Woda
Child: Pazianka; Parent: Niespodzianka 
Child: Bułka; Parent: Bułka 
Child: Ziem; Parent: Zjem
Child: Chlupki; Parent: Chrupki
Child: Plyka; Parent: Papryka
Child: Chodi; Parent: Chodzi
Child: Humus; Parent: Humus
Child: Glona; Parent: Winogrona
Child: Lonti; Parent: Rączki 
Child: Ciacho ; Parent: Ciacho
Child: Tolt; Parent: Tort
Child: Lentin; Parent: Ręcznik 
Child: Ziemnian; Parent: Ziemniak
Child: Nie wiem ; Parent: Nie wiem 
Child: Kawa; Parent: Kawa
Child: Ania; Parent: Imię Ania
Child: Dududu; Parent: Dudek
Child: Jam bziam; Parent: Latać nią kręcić na rękach
Child: Blu; Parent: Niebieski
Child: Dak; Parent: Dach
Child: Hak; Parent: Hak
Child: Jadzia; Parent: Jadzia
Child: Rak; Parent: Rak
Child: Blak; Parent: Czarny - black
Child: Nii; Parent: Knee - kolano
Child: But; Parent: But
Child: Jusz; Parent: Już
Child: On; Parent: On
Child: Ona; Parent: Ona
Child: Dach; Parent: Dach
Child: Dym; Parent: Dym
Child: Asia; Parent: Asia
Child: Pik; Parent: Pink - różowy
Child: Pako; Parent: Purple fioletowy
Child: Misia; Parent: Babcia Misia
Child: Jeloł; Parent: Yelloł żółty
Child: Papa; Parent: Papa
Child: Banan; Parent: Banan
Child: Siasia; Parent: Szafa
Child: Sok; Parent: Sok
Child: Żółka; Parent: Żółty
Child: Mur; Parent: Mur
Child: Kasia; Parent: Kasia
Child: Basia; Parent: Baisa
Child: Pluli; Parent: Tuli
Child: Mleko; Parent: Mlelo
Child: Stół; Parent: Stół
Child: Sok; Parent: Sok
Child: Żółka; Parent: Żółty
Child: Halo; Parent: Halo
Child: Bella; Parent: Bella
Child: Grin; Parent: Green - zielony
Child: Ryba; Parent: Ryba
Child: Waba; Parent: Żaba
Child: Kot; Parent: Kot
Child: Ptak; Parent: Ptak
Child: Pingi; Parent: Pingwin
Child: Słoń; Parent: Słoń
Child: Jerzy; Parent: Jerzy
Child: Jedzie; Parent: Jedzie
Child: Siusiak; Parent: Siusiak
Child: Łap; Parent: Łapać
Child: Okej; Parent: Okej
Child: Bokuś; Parent: Boczuś
Child: Piłka ; Parent: Piłka
Child: Hej; Parent: Hej
Child: Kolada; Parent: Czekolada
Child: Noperz; Parent: Nietoperz
Child: Chrumka; Parent: Chmurka
Child: Dowidzenia ; Parent: Dowidzenia 
Child: Praszam; Parent: Przepraszam 
Child: Dziękuję ; Parent: Dziękuję 
Child: Wejdełam; Parent: Weszłam 
Child: Chrumka; Parent: Chmurka
Child: Dzęcyska; Parent: Dziewczynka
Child: Tit tit; Parent: Samochód 
Child: Tata; Parent: Ojciec
Child: Hauhau; Parent: Pies
Child: Teti; Parent: Skarpetki
Child: Jeje; Parent: Bajka
Child: Cici; Parent: Kot
Child: Dada; Parent: Wyjście na dwór 
Child: Mamama; Parent: Reklama
Child: Ciiii; Parent: Być cicho
Child: Beee; Parent: Odgłos barana
Child: Miau; Parent: Odgłos kota
Child: Niii; Parent: Nos
Child: Ciś; Parent: Pierś/jedzenie z piersi
Child: Ciś; Parent: Pierś/jedzenie z piersi
Child: Siad; Parent: Usiąddź 
Child: Be; Parent: Coś niedobrego 
Child: Dzicin; Parent: Marcin
Child: Łełełe; Parent: Płacz 
Child: Naj; Parent: Nine
Child: Nie; Parent: Zaprzeczenie
"Child: Si; Parent: Nie wolno, gorące "
Child: Tittit; Parent: Samochód 
Child: Matin; Parent: Marcin
Child: Sisi; Parent: Wagina
Child: Siad; Parent: Siadać
"Child: Pitu pitu; Parent: Pisać,  rysować "
"Child: Pitu pitu; Parent: Pisać,  rysować "
Child: Swisz swisz; Parent: Kiwanie bujanie
Child: Pi pi pi; Parent: Trąbić 
Child: Oo; Parent: Oko
Child: Nene; Parent: Głowa
Child: Tułi tułi; Parent: Bujać się
Child: Choddź; Parent: Choddź
Child: Bawi; Parent: Brawo
Child: Daj; Parent: Daj
Child: Otusz; Parent: Otworzyć 
Child: Łidu łidu; Parent: Huśtać się (buju buju)
Child: Hop ; Parent: Skakać 
Child: Siad; Parent: Siadać 
Child: Daj; Parent: Daj
Child: Gol; Parent: Gol
Child: Otuś; Parent: Otwórz 
Child: Dabi; Parent: W
"Child: Spać ; Parent: Iść spać,  śpiący "
Child: Patrz ; Parent: Spójrz 
Child: Tu; Parent: Wskazanie miejsca
Child: Tata; Parent: Tata
Child: Jajo; Parent: Jajko
Child: Pitu; Parent: Piłka 
Child: Auto; Parent: Samochód 
Child: Jatii; Parent: Kwiatki
"Child: Hop; Parent: Skakanie , podbijanie "
Child: Dułi; Parent: Do góry 
Child: Fiadia; Parent: Gwiazdka
Child: Pita; Parent: Piłka 
Child: Choddź ; Parent: Choddź 
Child: Daj; Parent: Daj
Child: Ceś; Parent: Cześć 
Child: Papa; Parent: Pożegnanie 
Child: Mu mu; Parent: Krowa
Child: Ba ba; Parent: Owca
Child: Oo; Parent: Oko
Child: Oo; Parent: Koło
Child: Taś; Parent: Star
Child: Ha; Parent: Heart
Child: Dadiś; Parent: Konik
Child: Tutuś; Parent: świnka
Child: Bajo; Parent: Brawo
Child: Tata; Parent: Tata
Child: Dziad; Parent: Dziadek
Child: Bubu; Parent: Buty
Child: Ba; Parent: Bam
Child: Da; Parent: Daj
Child: Kotek ; Parent: Kot 
Child: Mama; Parent: Mama 
Child: Nie; Parent: Nie
Child: Pa; Parent: Pa
Child: Papa; Parent: Papa
Child: Ta; Parent: Tak 
Child: Łała; Parent: Kaja
Child: Kuka; Parent: Kurtka
Child: Dzidzi; Parent: Dzieci
Child: Dziu; Parent: Dziura
Child: Kutka; Parent: Kurtka
Child: Mi; Parent: Miś
Child: Mimi; Parent: Mięso
Child: Kluska; Parent: Kluska
Child: Babi; Parent: Babcia
Child: Papi; Parent: Patyk
Child: Druga; Parent: Druga
Child: Je; Parent: Je
Child: Na dół; Parent: Na dół
Child: Nu; Parent: Nóż 
Child: Bum; Parent: Auto (brum)
Child: Husiu; Parent: Huśtawka 
Child: Lola; Parent: Pies 
Child: Jeji; Parent: Jerzy
Child: Dziadzia; Parent: Dziadek 
Child: Dzi; Parent: Plac zabaw
Child: Pie; Parent: Pierś 
Child: Nogi; Parent: Nogi 
"Child: Pupa; Parent: Pupa, kupa, piłka "
"Child: Pupa; Parent: Pupa, kupa, piłka "
"Child: Pupa; Parent: Pupa, kupa, piłka "
Child: Kredki; Parent: Kredki
Child: Ciocia; Parent: Ciocia
Child: Koko; Parent: Kot
Child: Ciuchcia ; Parent: Pociąg 
Child: Ddźi; Parent: Drzwi 
Child: Baa; Parent: Banan
Child: Du; Parent: Duch
Child: Papi; Parent: Papier
Child: Pi; Parent: Pić
Child: Pupo; Parent: Pudło 
Child: Klu; Parent: Klucz
Child: Boi; Parent: Boje się 
Child: Boli; Parent: Boli
Child: Inna; Parent: Inna
Child: Jajo; Parent: Jajo
Child: Mucha; Parent: Mucha
Child: Okej; Parent: Ok
Child: Odłóż ; Parent: Odłóż 
Child: Pycha; Parent: Pycha
Child: Pić; Parent: Pić
Child: Lowel; Parent: Rower
Child: Ciapka; Parent: Czapka 
Child: Iddź ; Parent: Iddź 
Child: Jedzie; Parent: Jedzie 
Child: Kfiat; Parent: Kwiat
Child: Pali; Parent: Pali
Child: Peś; Parent: Pies
Child: Połóż ; Parent: Połóż się 
Child: Proszę ; Parent: Proszę 
Child: Ręce ; Parent: Na ręce 
Child: Kiesień; Parent: Kieszeń 
Child: Kulka; Parent: Kulka
Child: Łapki ; Parent: Łapy 
Child: Masło; Parent: Maslo 
Child: Miesio; Parent: Mięso 
Child: Mokry; Parent: Mokry
Child: Oko; Parent: Oko
Child: Siasiek; Parent: Piasek
Child: Tatuś; Parent: Tatuś 
Child: Tutaj; Parent: Tutaj
Child: Usiąść ; Parent: Usiąść  
