,form,meaning,KEY-MEANING
9047,uo,ucho,EAR
9048,Papy,"Papier, paproch",DUST
9049,Papy,"Papier, paproch",PAPER
9050,Bam,"Spadło, upadłem, zepsute",BAM
9051,Brum brum,Auto,CAR
9052,Tam,Tam,THERE
9053,Tata,Tata,DAD
9054,Taty,Statyw,TRIPOD
9055,Am,Jeść,EAT
9056,Bambam,Piłka,BALL
9057,Łał łał,Pies,DOG
9058,Paaaaapy,Spacer,STROLL
9059,Pety,Skarpety,SOCK
9060,Pffffff,Placuszki,PANCAKE
9061,Ta,Tak,YES
9062,Wwwwm,Auto,CAR
9063,Adu,Awokado,AVOCADO
9064,Huhu,Sowa,OWL
9065,Tach,"Ciach, nożyczki ",CUTTING
9066,Tach,"Ciach, nożyczki ",SCISSORS
9067,Titi,Kot,CAT
9068,Tututu,Trąbka ,TRUMPET
9069,Parskanie,Koń,HORSE
9070,Tatu,Halo,HELLO
9071,Babu,Baza,BASE
9072,Pff pff,Butelka z rozpylaczem,BOTTLE
9073,Poopo,Kura,HEN
9074,Put,"Prut, puszczanie bąka",FART
9075,Tutu,Akuku,PEEKABOO
9076,Tutu,Pociąg,TRAIN
9077,Mama,Mama,MOM
9078,Lele,Rury,PIPE
9079,Tu,Tu,HERE
9080,Bubu,"Bobo, dzidziuś",BABY
9081,Pyty,Puste,EMPTY
9082,Tu-ta,"Tik-tak, zegar",TICKING
9083,Papy,Koparka,EXCAVATOR
9084,Toto!,Traktor,TRACTOR
9085,Papa,Paczka,PACKAGE
9086,Pa,spać,SLEEP
9087,Baby,"Baby w nosie, gluty",BOOGER
9088,Cmokanie,Woda,WATER
9089,Dlyn dlyn,"Dzyń dzyń, dzwonki",BELL
9090,Łełe,Bobas płacze,BABY
9091,Muuu,Krowa,COW
9092,Niania,Niania,NANNY
9093,Tha-tho,Traktor,TRACTOR
9094,Papa,"Pacha, paczka",ARMPIT
9095,Papa,"Pacha, paczka",PACKAGE
9096,Bubu,Broda,CHIN
9097,Ha ha hahaha,miś,TEDDY-BEAR
9098,Mamu,Mamut,MAMMOTH
9099,Pumpum,Pompon,POMPOM
9100,Papa,Lampa,LAMP
9101,Fe,"Brudny, śmieci",DIRTY
9102,Fe,"Brudny, śmieci",TRASH
9103,hat,hak,HOOK
9104,baba,babcia,GRANDMA
9105,baaaaaa,baaaardzo duże auto,CAR
9106,Fe!,"brudne, śmieci",DIRTY
9107,Fe!,"brudne, śmieci",TRASH
9108,Pf!,wyrzucić do śmieci,TRASH
9109,byyy,"brrr, zimno",COLD
9110,tamtum,"tamten, ten drugi",ANOTHER
9111,tumtum,stuknąć się kubkiem,TAP
9112,pampam,pępek,NAVEL
9113,Ta-ta!,"Tada! Gotowe, udało się ",READY
9114,pupu,pupa,BOTTOM
9115,fafa,śmieciarka,GARBAGE-TRUCK
9116,pyntyn,ponton,RAFT
9117,lala,lala,DOLL
9118,pam,pan,MAN
9119,lalu,okulary,GLASSES
9120,h?,"miau, kot",CAT
9121,ata,arbuz,WATERMELON
9122,lynlun,księżyc,MOON
9123,Tam?,Tam?,THERE
9124,tatu,taty,DAD
9125,tumtum,trójkąt,TRIANGLE
9126,Jaja,Jaja,EGG
9127,Pum,Pumba,CHARACTER
9128,Tim,Timon z bajki,CHARACTER
9129,Kici,Kici kici ,CAT
9130,Miau,Miau - ddźwięk kota,CAT
9131,Dyndu,"Dyndu dyndu, coś dynda na choince",DANGLING
9132,Po,Por,LEEK
9133,Nionie,No nie!,EXCLAMATION
9134,Chupa,Chrupka,PUFFCORN
9135,I,Koń (od ihaha),HORSE
9136,Dziua,Dziura,HOLE
9137,Zima,Zima,WINTER
9138,Tup,Tup tup,STOMPING
9139,Pimpu,Pępek,NAVEL
9140,Kś,Księżyc,MOON
9141,Kua,Kula,BALL
9142,Nime,Niebo,SKY
9143,Je,Jest,TO-BE
9144,Dob,Dziob (ptaszek dziobie),BEAK
9145,Ga,Gawron,ROOK
9146,I-o,Ddźwięk jadącej straży pozarnej,FIRE-BRIGADE
9147,Kup,Kupa,POOP
9148,Miju,Myju (myjemy rączki),WASHING
9149,Nie ma,Nie ma ,GONE
9150,Bobo,Bobo - z książki ,CHARACTER
9151,Pom,Pomidor,TOMATO
9152,Du,Duży ,BIG
9153,My,Mydło,SOAP
9154,Ribi,Ryby,FISH
9155,bu,cebula,ONION
9156,mo,morela,APRICOT
9157,mo,moje,MY
9158,Cho,Choinka,CHRISTMAS-TREE
9159,Ania,Einstein,PERSON
9160,Ryba,Ryba,FISH
9161,Oń,Słońce,SUN
9162,Dupa,Dziupla,TREE-HOLLOW
9163,Dzi,Dzik,BOAR
9164,Bo,Bose (stopki),BAREFOOT
9165,Min,Domino,DOMINO
9166,Gua,Góra ,UP
9167,Iddź,Iddź,GO
9168,Kok,Skok,JUMP
9169,Płiń,Płynie,SWIM
9170,Nioja,Nora,BURROW
9171,Kyopa,Kropcia (imię),PET
9172,Bób,Bóbr,BEAVER
9173,Joba,Robak,WORM
9174,Banio,Bańki ,BUBBLES
9175,Joba,Żłobek,NURSERY
9176,Ciocia,Ciocia ,AUNT
9177,Jonć,Rączki,HANDS
9178,No nie,No nie!,EXCLAMATION
9179,Kjęci,Kręci,SPIN
9180,Chiba,Chyba ,MAYBE
9181,Hajo,Halo,HELLO
9182,Kamiki,Kamyki,STONE
9183,Jońćki,Rączki ,HANDS
9184,Gabki,Grabki,RAKE
9185,Mommy,Mommy,MOM
9186,Pampi,Pampik (pampers),DIAPER
9187,Dziki,Dziki,WILD
9188,Gepa,Gepard,GEPARD
9189,Kjodo,Krokodyl,CROCODILE
9190,Patik,Patyk,STICK
9191,Biedoka,Biedronka,LADYBIRD
9192,Kojaja,Koala,KOALA
9193,Pjaci,W pracy ,WORK
9194,Jububu,Łubudu,BAM
9195,Hanik,Stanik,BRA
9196,Pumi,Pumeks,PUMICE
9197,Jopata,Łopata,SHOVEL
9198,Jabłko ,Jabłko ,APPLE
9199,Bju-a,Borówka,BLUEBERRY
9200,Pomóć,Pomóc (pomóż mi),HELP
9201,Dejka,Deska,BOARD
9202,Oko,Oko,EYE
9203,Noś,Nos,NOSE
9204,Budzia,Buzia,FACE
9205,Maliń,Melon,MELON
9206,Dyńda,Dynia,PUMPKIN
9207,Idi,Ignacy,PERSON
9208,Dzi,Ddźwig,CRANE
9209,Pempem,Pępek,NAVEL
9210,Kiji,Kiwi,KIWI
9211,Tot,Kot,CAT
9212,Puma,Puma,PUMA
9213,Hinta,Swinka,PIG
9214,Odon,Ogon,TAIL
9215,Tuli,Tuliś,TOY
9216,Kuła,Kura,HEN
9217,Hezik,Jeżyk,HEDGEHOG
9218,Klet,Kret,MOLE
9219,Bziacia,Babcia,GRANDMA
9220,Dynia,Dynia,PUMPKIN
9221,Pi,śpi,SLEEPING
9222,Nesiesi,Niebieski,BLUE
9223,Hutaj,Szukaj,SEARCHING
9224,Kloti,Klocki,BLOCKS
9225,Lojy,Lody,ICE-CREAM
9226,Luta,Gruszka,PEAR
9227,Jonto,Słonko ,SUN
9228,Kleta,Kredka,CRAYONS
9229,Tulyla,Kukurydza,CORN
9230,Chlinat,Slimak,SNAIL
9231,Kuli,Lubi,LIKE
9232,Tulala,Truskawka,STRAWBERRY
9233,Puta,Kapusta,CABBAGE
9234,Kałało,Kakao,COCOA
9235,Balan,Baran,LAMB
9236,Mlunta,Mrówka ,ANT
9237,Matyl,Motyl,BUTTERFLY
9238,Plana,Plama,STAIN
9239,Bolótki,Borówki ,BLUEBERRY
9240,Malili,Maliny,RASPBERRY
9241,Lina,Lina,ROPE
9242,Atleti,Naklejki,STICKER
9243,Toi,Stoi,STAND
9244,Plana,Plama,STAIN
9245,Akluti,Okruszki,CRUMB
9246,Luli,Lubi,LIKE
9247,Siom,Są,TO-BE
9248,Plent,Pręt,ROD
9249,Manty,Majty,PANTS
9250,Klynana,Cytryna,LEMON
9251,Balajan,Bałagan ,MESS
9252,Siop,Szop,RACOON
9253,Pan,Pan,MAN
9254,Pani,Pani,LADY
9255,Siana,ściana ,WALL
9256,Pasiet,Piasek,SAND
9257,Sop,Szop,RACOON
9258,Poła,Pszczoła ,BEE
9259,Ajesiek,Orzeszek,NUT
9260,Odda,Odda,GIVE-BACK
9261,Leci,Leci,FLYING
9262,Topa,Stopa,FEET
9263,Pat,Szpak,STARLING
9264,Ziet,Rzecz,THING
9265,Blotuł,Brokuł ,BROCCOLI
9266,Zupa,Zupa,SOUP
9267,Bolut,Borsuk,BADGER
9268,Ból,Bóbr,BEAVER
9269,Hiena,Hiena,HYENA
9270,Ojech,Orzech,NUT
9271,Letin,Rekin,SHARK
9272,Palalal,Parasol,UMBRELLA
9273,Mlento,Mleko,MILK
9274,Halik,Szalik,SCARF
9275,Kluta,Kurtka,JACKET
9276,Pjonta,Sprząta ,CLEANING
9277,Adlanon,Dobranoc ,GOOD-NIGHT
9278,Pij,Pij,DRINK
9279,Mazienia,Marzenia,DREAM
9280,Bałół,Bawół ,BUFFALO
9281,Lama,Lama,LLAMA
9282,Palet,Palec,FINGER
9283,Titat,Czytać,READ
9284,Lyba,Ryba,FISH
9285,Laba,Farba,PAINT
9286,Ume,Umiem,CAN
9287,Plole,Proszę ,PLEASE
9288,Ogląda ,Ogląda ,WATCH
9289,Cita,Czyta,READ
9290,Ziaba,Żaba,FROG
9291,Bumka,Gumka,HAIRBAND
9292,Bułka ,Bułka ,BUN
9293,Chila,Chwila,MOMENT
9294,Łapko,Jabłko ,APPLE
9295,Kupka,Kupka,POOP
9296,Pożoży,Położy ,LAY
9297,Oden,Ogień ,FIRE
9298,Bluta,Bluzka ,SWEATSHIRT
9299,Ponie,Spodnie,TROUSERS
9300,Tlutel,Cukier,SUGAR
9301,Jelbond,Wielbłąd ,CAMEL
9302,Flaby,Farby,PAINT
9303,Tili,Filip,PERSON
9304,Plole ,Prosze,PLEASE
9305,Hoka,Foka,SEAL
9306,Kozia,Koza,GOAT
9307,Tloła,Krowa,COW
9308,Bende,Pędzę,RUSH
9309,Joda,Woda,WATER
9310,Klabiby,Skarpety,SOCK
9311,Pi ,śpi,SLEEPING
9312,Kocham,Kocham,LOVE
9313,Joda,Woda,WATER
9314,Pazianka,Niespodzianka ,SURPRISE
9315,Bułka,Bułka ,BUN
9316,Ziem,Zjem,EAT
9317,Chlupki,Chrupki,PUFFCORN
9318,Plyka,Papryka,BELL-PEPPER
9319,Chodi,Chodzi,WALKING
9320,Humus,Humus,HUMMUS
9321,Glona,Winogrona,GRAPES
9322,Lonti,Rączki ,HANDS
9323,Ciacho ,Ciacho,PASTRY
9324,Tolt,Tort,CAKE
9325,Lentin,Ręcznik ,TOWEL
9326,Ziemnian,Ziemniak,POTATO
9327,Nie wiem ,Nie wiem ,DONT-KNOW
9328,Kawa,Kawa,COFFEE
9329,Ania,Imię Ania,PERSON
9330,Dududu,Dudek,HOOPOE
9331,Jam bziam,Latać nią kręcić na rękach,FLYING
9332,Blu,Niebieski,BLUE
9333,Dak,Dach,ROOF
9334,Hak,Hak,HOOK
9335,Jadzia,Jadzia,PERSON
9336,Rak,Rak,CRAWFISH
9337,Blak,Czarny - black,BLACK
9338,Nii,Knee - kolano,KNEE
9339,But,But,SHOES
9340,Jusz,Już,NOW
9341,On,On,HE
9342,Ona,Ona,SHE
9343,Dach,Dach,ROOF
9344,Dym,Dym,SMOKE
9345,Asia,Asia,PERSON
9346,Pik,Pink - różowy,PINK
9347,Pako,Purple fioletowy,PURPLE
9348,Misia,Babcia Misia,GRANDMA
9349,Jeloł,Yelloł żółty,YELLOW
9350,Papa,Papa,BYE
9351,Banan,Banan,BANANA
9352,Siasia,Szafa,WARDROBE
9353,Sok,Sok,JUICE
9354,Żółka,Żółty,YELLOW
9355,Mur,Mur,WALL
9356,Kasia,Kasia,PERSON
9357,Basia,Baisa,PERSON
9358,Pluli,Tuli,HUG
9359,Mleko,Mlelo,MILK
9360,Stół,Stół,TABLE
9361,Sok,Sok,JUICE
9362,Żółka,Żółty,YELLOW
9363,Halo,Halo,HELLO
9364,Bella,Bella,PERSON
9365,Grin,Green - zielony,GREEN
9366,Ryba,Ryba,FISH
9367,Waba,Żaba,FROG
9368,Kot,Kot,CAT
9369,Ptak,Ptak,BIRD
9370,Pingi,Pingwin,PENGUIN
9371,Słoń,Słoń,ELEPHANT
9372,Jerzy,Jerzy,PERSON
9373,Jedzie,Jedzie,DRIVE
9374,Siusiak,Siusiak,PENIS
9375,Łap,Łapać,CATCH
9376,Okej,Okej,OK
9377,Bokuś,Boczuś,
9378,Piłka ,Piłka,BALL
9379,Hej,Hej,HI
9380,Kolada,Czekolada,CHOCOLATE
9381,Noperz,Nietoperz,BAT
9382,Chrumka,Chmurka,CLOUD
9383,Dowidzenia ,Dowidzenia ,GOOD-BYE
9384,Praszam,Przepraszam ,SORRY
9385,Dziękuję ,Dziękuję ,THANK-YOU
9386,Wejdełam,Weszłam ,ENTER
9387,Chrumka,Chmurka,CLOUD
9388,Dzęcyska,Dziewczynka,GIRL
9389,Tit tit,Samochód ,CAR
9390,Tata,Ojciec,DAD
9391,Hauhau,Pies,DOG
9392,Teti,Skarpetki,SOCK
9393,Jeje,Bajka,TALE
9394,Cici,Kot,CAT
9395,Dada,Wyjście na dwór ,GO-OUT
9396,Mamama,Reklama,ADVERTISEMENT
9397,Ciiii,Być cicho,QUIET
9398,Beee,Odgłos barana,GOAT
9399,Miau,Odgłos kota,CAT
9400,Niii,Nos,NOSE
9401,Ciś,Pierś/jedzenie z piersi,BREAST
9402,Ciś,Pierś/jedzenie z piersi,BREASTFEEDING
9403,Siad,Usiąddź ,SIT
9404,Be,Coś niedobrego ,DISGUSTING
9405,Dzicin,Marcin,PERSON
9406,Łełełe,Płacz ,CRY
9407,Naj,Nine,NINE
9408,Nie,Zaprzeczenie,NO
9409,Si,"Nie wolno, gorące ",MUSTNT
9410,Tittit,Samochód ,CAR
9411,Matin,Marcin,PERSON
9412,Sisi,Wagina,VAGINA
9413,Siad,Siadać,SIT
9414,Pitu pitu,"Pisać,  rysować ",DRAW
9415,Pitu pitu,"Pisać,  rysować ",WRITE
9416,Swisz swisz,Kiwanie bujanie,SWING
9417,Pi pi pi,Trąbić ,HONK
9418,Oo,Oko,EYE
9419,Nene,Głowa,HEAD
9420,Tułi tułi,Bujać się,SWING
9421,Choddź,Choddź,COME
9422,Bawi,Brawo,BRAVO
9423,Daj,Daj,GIVE
9424,Otusz,Otworzyć ,OPEN
9425,Łidu łidu,Huśtać się (buju buju),SWING
9426,Hop ,Skakać ,JUMP
9427,Siad,Siadać ,SIT
9428,Daj,Daj,GIVE
9429,Gol,Gol,GOAL
9430,Otuś,Otwórz ,OPEN
9431,Dabi,W,IN
9432,Spać ,"Iść spać,  śpiący ",SLEEPING
9433,Patrz ,Spójrz ,LOOK
9434,Tu,Wskazanie miejsca,HERE
9435,Tata,Tata,DAD
9436,Jajo,Jajko,EGG
9437,Pitu,Piłka ,BALL
9438,Auto,Samochód ,CAR
9439,Jatii,Kwiatki,FLOWER
9440,Hop,"Skakanie , podbijanie ",JUMP
9441,Dułi,Do góry ,UP
9442,Fiadia,Gwiazdka,STAR
9443,Pita,Piłka ,BALL
9444,Choddź ,Choddź ,COME
9445,Daj,Daj,GIVE
9446,Ceś,Cześć ,HI
9447,Papa,Pożegnanie ,BYE
9448,Mu mu,Krowa,COW
9449,Ba ba,Owca,SHEEP
9450,Oo,Oko,EYE
9451,Oo,Koło,CIRCLE
9452,Taś,Star,STAR
9453,Ha,Heart,HEART
9454,Dadiś,Konik,HORSE
9455,Tutuś,świnka,PIG
9456,Bajo,Brawo,BRAVO
9457,Tata,Tata,DAD
9458,Dziad,Dziadek,GRANDPA
9459,Bubu,Buty,SHOES
9460,Ba,Bam,BAM
9461,Da,Daj,GIVE
9462,Kotek ,Kot ,CAT
9463,Mama,Mama ,MOM
9464,Nie,Nie,NO
9465,Pa,Pa,BYE
9466,Papa,Papa,BYE
9467,Ta,Tak ,YES
9468,Łała,Kaja,PERSON
9469,Kuka,Kurtka,JACKET
9470,Dzidzi,Dzieci,CHILDREN
9471,Dziu,Dziura,HOLE
9472,Kutka,Kurtka,JACKET
9473,Mi,Miś,TEDDY-BEAR
9474,Mimi,Mięso,MEAT
9475,Kluska,Kluska,DUMPLINGS
9476,Babi,Babcia,GRANDMA
9477,Papi,Patyk,STICK
9478,Druga,Druga,ANOTHER
9479,Je,Je,EAT
9480,Na dół,Na dół,DOWNSTAIRS
9481,Nu,Nóż ,KNIFE
9482,Bum,Auto (brum),CAR
9483,Husiu,Huśtawka ,SWING
9484,Lola,Pies ,DOG
9485,Jeji,Jerzy,PERSON
9486,Dziadzia,Dziadek ,GRANDPA
9487,Dzi,Plac zabaw,PLAYGROUND
9488,Pie,Pierś ,BREAST
9489,Nogi,Nogi ,LEG
9490,Pupa,"Pupa, kupa, piłka ",BALL
9491,Pupa,"Pupa, kupa, piłka ",BOTTOM
9492,Pupa,"Pupa, kupa, piłka ",POOP
9493,Kredki,Kredki,CRAYONS
9494,Ciocia,Ciocia,AUNT
9495,Koko,Kot,CAT
9496,Ciuchcia ,Pociąg ,TRAIN
9497,Ddźi,Drzwi ,DOOR
9498,Baa,Banan,BANANA
9499,Du,Duch,GHOST
9500,Papi,Papier,PAPER
9501,Pi,Pić,DRINK
9502,Pupo,Pudło ,BOX
9503,Klu,Klucz,KEY
9504,Boi,Boje się ,SCARED
9505,Boli,Boli,HURTS
9506,Inna,Inna,OTHER
9507,Jajo,Jajo,EGG
9508,Mucha,Mucha,FLY
9509,Okej,Ok,OK
9510,Odłóż ,Odłóż ,PUT-BACK
9511,Pycha,Pycha,YUMMY
9512,Pić,Pić,DRINK
9513,Lowel,Rower,BIKE
9514,Ciapka,Czapka ,CAP
9515,Iddź ,Iddź ,GO
9516,Jedzie,Jedzie ,DRIVE
9517,Kfiat,Kwiat,FLOWER
9518,Pali,Pali,FIRE
9519,Peś,Pies,DOG
9520,Połóż ,Połóż się ,LAY
9521,Proszę ,Proszę ,PLEASE
9522,Ręce ,Na ręce ,UP
9523,Kiesień,Kieszeń ,POCKET
9524,Kulka,Kulka,BALL
9525,Łapki ,Łapy ,PAW
9526,Masło,Maslo ,BUTTER
9527,Miesio,Mięso ,MEAT
9528,Mokry,Mokry,WET
9529,Oko,Oko,EYE
9530,Siasiek,Piasek,SAND
9531,Tatuś,Tatuś ,DAD
9532,Tutaj,Tutaj,HERE
9533,Usiąść ,Usiąść  ,SIT
9534,Mlina,Malina,RASPBERRY
9535,Amam,Je,EAT
9536,Plina,Plama,STAIN
9537,Ioio,świecący się kogut,AMBULANCE
9538,Ioio,świecący się kogut,POLICE
9539,Ioio,świecący się kogut,FIRE-BRIGADE
9540,Osa,Osa,WASP
9541,Halo,Halo,HELLO
9542,Paho,Telefon,PHONE
9543,Kaly,Okulary,GLASSES
9544,Budzik ,Budzik,ALARM
9545,Bala,Brama,GATE
9546,Biszko,Blisko ,CLOSE
9547,Dyda,Wydra,OTTER
9548,Ogo,Ogon,TAIL
9549,Pala,Plama,STAIN
9550,Popatrz,Popatrz,LOOK
9551,Wiórka,Wiewiórka ,SQUIRREL
9552,Puśka,Poduszka,PILLOW
9553,Bieski,Niebieski,BLUE
9554,Żółty ,Żółty ,YELLOW
9555,Dudusiu,Dudusiu,
9556,Goga,Noga,LEG
9557,Kocyk,Kocyk,BLANKET
9558,Buty,Buty,SHOES
9559,Umyć ,Umyć ,WASH
9560,Paski,Paski,STRIPES
9561,Kółka,Kółka,CIRCLE
9562,Myje się ,Myje się ,WASHING
9563,Siusiu,Siusiu,PEE
9564,Kucz,Klucz ,KEY
9565,Am,Jeść,EAT
9566,Bam,Spadło ,BAM
9567,Ko ko,Gdakanie kury,CHICKEN
9568,Mama,Mama,MOM
9569,Tata,Tata,DAD
9570,Pa pa,Pa pa,BYE
9571,Baba,Babcia,GRANDMA
9572,Babe,Bajkę (chcę bajkę),TALE
9573,Kom kom,Żaba,FROG
9574,Jajo,Jajko,EGG
9575,Kuk,Kupa,POOP
9576,Balo,Balon,BALLOON
9577,Baja,Bajkę (chcę bajkę),TALE
9578,Dadu,Tato,DAD
9579,Kap kap,Kapać,RAIN
9580,Pa pa,Pa pa,BYE
9581,Hu hu,Sowa,OWL
9582,Aaa,Spać ,SLEEP
9583,Bum,Samochód ,CAR
9584,Ku ku,Kogut,COCK
9585,Ok,Nóż,KNIFE
9586,Bubu,But,SHOES
9587,Jam,Jeszcze,MORE
9588,Siom,śrubokręt ,SCREWDRIVER
9589,Gja,Grabki,RAKE
9590,Tak,Tak,YES
9591,Kle,Bocian,STORK
9592,Moj,Mój,MY
9593,Patrz,Patrz,LOOK
9594,Toj,Tor,TRACK
9595,Kop,Kopać,DIG
9596,Pania,Pani,LADY
9597,Nos,Nos,NOSE
9598,Niom,Ssanie piersi,BREASTFEEDING
9599,Dam,Daj,GIVE
9600,Ciocia,Ciocia ,AUNT
9601,Kowa,Krowa,COW
9602,But,But,SHOES
9603,Diała,Działa,WORKING
9604,Paj,Prać,WASH
9605,Czoła,Czoło,FOREHEAD
9606,Bul bul,Gotować,COOK
9607,Dzioja,Dziura,HOLE
9608,Napić,Napić się ,DRINK
9609,Jeś,Jest,TO-BE
9610,Kic,Zając,RABBIT
9611,Choddź ,Choddź ,COME
9612,Kiły,Kiwi,KIWI
9613,Ziaba,Żaba,FROG
9614,Tutaj ,Tutaj,HERE
9615,Tuj,Traktor,TRACTOR
9616,Dym,Dym,SMOKE
9617,Działa,Działa,WORKING
9618,Kle kle,Bocian,STORK
9619,Pajajo,Pranie,WASH
9620,Byk,Byk,BULL
9621,Puś,"Wpuścić, wpuść ",LET-GO
9622,Mej,Masło ,BUTTER
9623,Włos,Włos ,HAIR
9624,Ogon,Ogon,TAIL
9625,Ogon ,Ogon,TAIL
9626,Ogon,Ogon,TAIL
9627,Kawa,Kawa,COFFEE
9628,Pykamyk,"Cukier, cukiernica",SUGAR
9629,Kjem,Krem,CREAM
9630,Siam,Sam,BY-MYSELF
9631,Juja,Rura,PIPE
9632,Duzi,Duży,BIG
9633,Cieś,Cześć ,HI
9634,Siam,Sam,BY-MYSELF
9635,Gu,Dziura,HOLE
9636,Dziadzia,Dziadek,GRANDPA
9637,Katka,Kartka,PIECE-OF-PAPER
9638,Kula,Kulka,BALL
9639,Mama,Mama,MOM
9640,Nie,Nie,NO
9641,Tata,Tata,DAD
9642,Bacia,Babcia,GRANDMA
9643,Ciocia,Ciocia,AUNT
9644,Ceść,Cześć,HI
9645,Pa,Pa pa,BYE
9646,Au au,Piesek (hau),DOG
9647,Miau,Kotek ,CAT
9648,Muuu,Krowa,COW
9649,Kwa kwa,Kaczka,DUCK
9650,Cycy,Cyc,BREAST
9651,Cyca,Dać cyca,BREAST
9652,Kra kra,Ptak ,BIRD
9653,Ciatko,Ciastko,COOKIE
9654,Lala,Lala,DOLL
9655,La la,Puścić muzykę,MUSIC
9656,Am,Jeść,EAT
9657,Ciach ciach,Nożyczki,SCISSORS
9658,Ciaach,"Obciąć, kroić",CUT
9659,Niu niu,Nie wolno,MUSTNT
9660,Aua ,Boli,HURTS
9661,Kupka,Kupa,POOP
9662,Si si,Siku,PEE
9663,Brum brum,Auto,CAR
9664,Kup kup,Pop corn,POPCORN
9665,Ta,Tak,YES
9666,Boba,Bomba,BOMB
9667,Kafka,Kawa,COFFEE
9668,O nie ,"Nie ma, nie udało sie",GONE
9669,Kacie,Kapcie,SLIPPERS
9670,Kap kap,Pada deszcz/snieg,RAIN
9671,Kap kap,Pada deszcz/snieg,SNOW
9672,Szu szu,Zamiatać,SWEEP
9673,Tu,Tu,HERE
9674,Buba,Bomba,BOMB
9675,Bu bu,Buju,SWING
9676,Kuku,Akuku,PEEKABOO
9677,Pum,"Plum, ryba",FISH
9678,Pum,"Plum, ryba",SPLASH
9679,Mniam,Jedzenie,FOOD
9680,Tak tak,"Tik tak, zegar",TICKING
9681,Dzidzi,Dzidzia,BABY
9682,Seść,"6, liczenie ",SIX
9683,Tupka,Tubka z musem,TUBE
9684,Psieps,Pieprz,PEPPER
9685,Łała,Jaja,EGG
9686,Zi zi zi  ,Zimno,COLD
9687,Kuka,Oko,EYE
9688,Plapie,Papier,PAPER
9689,Czapa,Czapka,CAP
9690,Dadu,Na dół,DOWNSTAIRS
9691,Au,Wilk,WOLF
9692,Uja,Wuja,UNCLE
9693,Akiki,Okulary,GLASSES
9694,Ato,Auto,CAR
9695,Baba,Babcia,GRANDMA
9696,Dabobo,Jabłko,APPLE
9697,Dabon,Balon,BALLOON
9698,Dziadzia,Dziadek,GRANDPA
9699,Dziecion,Dzięcioł,WOODPECKER
9700,Ipa,Iddź spać,SLEEPING
9701,Jała,Maja,PERSON
9702,Łoło,Pies,DOG
9703,Mama,Mama,MOM
9704,Mu,Krowa,COW
9705,Niemanan,Banan,BANANA
9706,Nyny,Kot,CAT
9707,Pes,Pies,DOG
9708,Posie,Proszę,PLEASE
9709,Tata,Tata,DAD
9710,Ala,Ala,PERSON
9711,Be,Owca,SHEEP
9712,Bobo,Bobo,BABY
9713,Ciocia,Ciocia,AUNT
9714,Dzidzia,Dzidzia,BABY
9715,Hania,Hania,PERSON
9716,Jadziu,Jasiu,PERSON
9717,Koko,Kura,HEN
9718,Lala,Lalka,DOLL
9719,Me,Koza,GOAT
9720,Miś,Miś,TEDDY-BEAR
9721,Misia,Michał,PERSON
9722,Nunu,Nunuś,CHARACTER
9723,Pupu,Pucio,CHARACTER
9724,Tati,Kwiaty,FLOWER
9725,Uty,Buty,SHOES
9726,Ziuzia,Zuzia,PERSON
9727,Pepum,Pępek,NAVEL
9728,Abibi,Arbuz,WATERMELON
9729,Bam,Spadło,BAM
9730,Boda,Woda,WATER
9731,Buju,Bujać się,SWING
9732,Chupki,Chrupki,PUFFCORN
9733,Ciafto,Ciasto,CAKE
9734,Dabo,Brawo,BRAVO
9735,Gotku,Jogurt,YOGHURT
9736,Hebe,Chleb,BREAD
9737,Hohel,Fotel,ARMCHAIR
9738,Iha,Koń,HORSE
9739,Kolo,Koło,CIRCLE
9740,Kulki,Kulki,BALL
9741,Memo,Nie ma,GONE
9742,Myjumyju,Mycie,WASHING
9743,Oko,Oko,EYE
9744,Onon,Ogon,TAIL
9745,Ozi,Ozi,PERSON
9746,Pawe,Paweł,PERSON
9747,Tam,Tam,THERE
9748,Tepum,Piłka,BALL
9749,Uszi,Uszy,EARS
9750,Ziaba,Żaba,FROG
9751,Autobus,Autobus,BUS
9752,Cycy,"Piersi, picie mleka ",BREAST
9753,Cycy,"Piersi, picie mleka ",BREASTFEEDING
9754,Dadi,świeci/Lampa,LAMP
9755,Dadi,świeci/Lampa,SHINE
9756,Kartka,Kartka,PIECE-OF-PAPER
9757,Kokalka,Koparka,EXCAVATOR
9758,Kraktol,Traktor ,TRACTOR
9759,Kredki,Kredki ,CRAYONS
9760,Pam,Pan/Pani,MAN
9761,Pam,Pan/Pani,WOMAN
9762,Siesie,Królik/zając  ,RABBIT
9763,Basia,Basia,PERSON
9764,Siamolo,Samolot,PLANE
9765,Mama,Mama,MOM
9766,Ma,Nie ma,GONE
9767,Papa,Pożegnanie ,BYE
9768,Brum,Poruszanie się pojazdów,DRIVE
9769,Kap kap,Pada deszcz,RAIN
9770,Tam,Tam,THERE
9771,Tu,Wskazanie miejsca ,HERE
9772,Bam,Upadek,BAM
9773,Kaka,Kaszka,PORRIDGE
9774,Tata,Tata,DAD
9775,Kulka,Kulja,BALL
9776,Lila,Lila,PERSON
9777,Pupa,Pupa,BOTTOM
9778,Dadan,Banan,BANANA
9779,Ja,Ja,SELF
9780,Nie,Nie,NO
9781,Tak,Tak,YES
9782,Auto,Auto,CAR
9783,A kuku,A kuku,PEEKABOO
9784,Halo,Halo,HELLO
